FileName :   STAP01_13G(B)_pts.qtiDat 
Signal(s) Used :  Mg Ka, Si Ka, P  Ka, Fe Ka, Ti Ka, Cr Ka, Al Ka, Ca Ka, Mn Ka, Ni Ka 
Spectromers Conditions :   Sp4 TAP,  Sp1 LTAP,  Sp3 LPET,  Sp5 LIF,  Sp2 PET,  Sp5 LIF,  Sp4 TAP,  Sp3 LPET,  Sp5 LIF,  Sp5 LIF 
Full Spectromers Conditions :   Sp4 TAP(2d= 25.745,K= 0.00218),  Sp1 LTAP(2d= 25.745,K= 0.00218),  Sp3 LPET(2d= 8.75,K= 0.000144),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp2 PET(2d= 8.75,K= 0.000144),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp3 LPET(2d= 8.75,K= 0.000144),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp5 LIF(2d= 4.0267,K= 0.000058) 
Column Conditions :  Cond 1 : 15keV 20nA , Cond 2 : 15keV 60nA  
 	Cond 1 : Mg Ka, Si Ka, P  Ka, Fe Ka, Ti Ka, Cr Ka 
 	Cond 2 : Al Ka, Ca Ka, Mn Ka, Ni Ka 
Date :  11-Nov-2013 
User Name :  sx 
Setup Name :  lucy_ol_8nov2013.qtiSet 
DataSet Comment :  STAP01_13G(B)_ol10 
Comment :   
Analysis Date :  09/11/2013 13:53:17 
Project Name :  Lucy Tweed 
Sample Name :  8 Nov 2013 
Pha Parameters :  	 
 		Bias	Gain	Dtime	Blin	Wind	Mode	 
  Sp4(Mg Ka)	1310	2759	3	2074	2433	Inte	 
  Sp1(Si Ka)	1296	2612	3	2008	2194	Inte	 
  Sp3(P  Ka)	1827	815	3	560	791	Inte	 
  Sp5(Fe Ka)	1820	361	3	1007	399	Inte	 
  Sp2(Ti Ka)	1302	897	3	890	2548	Inte	 
  Sp5(Cr Ka)	1819	359	3	1007	399	Inte	 
  Sp4(Al Ka)	1310	2759	3	2074	2433	Inte	 
  Sp3(Ca Ka)	1827	815	3	560	791	Inte	 
  Sp5(Mn Ka)	1820	361	3	1007	399	Inte	 
  Sp5(Ni Ka)	1820	361	3	1007	399	Inte 
Peak Position :   Sp4 38514 (-500, 500),  Sp1 27742 (-500, 300),  Sp3 70305 (-700, 600),  Sp5 48082 (-250, 300),  Sp2 31427 (-350, 250),  Sp5 56882 (-250, 300),  Sp4 32471 (-500, 500),  Sp3 38386 (-300, 250),  Sp5 52202 (200, 1.0221),  Sp5 41163 (-250, 300) 
Current Sample Position :   X = 13489 Y = 27149 Z = 62 
Standard Name :   
 Mg On Olivine (St. Johns) 
 Si, Ca On Diopside 
 P  On Apatite 
 Fe On Fayalite 
 Ti On Rutile 
 Cr On Cr 
 Al On Cor 
 Mn On Mn 
 Ni On NiO 
Standard composition :   
 Olivine (St. Johns) = O  : 43.4%, Mg : 29.7%, Si : 19.1%, Mn : 0.1%, Fe : 7.4%, Ni : 0.3% 
 Diopside = O  : 44.5%, Mg : 11.2%, Si : 25.9%, Ca : 18.4% 
 Apatite = O  : 38.1%, F  : 3.4%, P  : 18.4%, Cl : 0.4%, Ca : 39.7% 
 Fayalite = O  : 31.405%, Si : 13.783%, Fe : 54.812% 
 Rutile = Ti : 59.95%, O  : 40.05% 
 Cr = Cr : 100.% 
 Cor = O  : 47.1%, Al : 52.9% 
 Mn = Mn : 100.% 
 NiO = Ni : 78.5839%, O  : 21.4161% 
Calibration file name :   
 Mg : Olivine (St. Johns)_Mg_Mg018.calDat 
 Si, Ca : Diopside_Si_Si_Ca_Ca021.calDat 
 P  : Apatite_P_P009.calDat 
 Fe : Fayalite_Fe258.calDat 
 Ti : Rutile_Ti_Ti031.calDat 
 Cr : Cr_Cr_Cr004.calDat 
 Al : Cor_Al_Al019.calDat 
 Mn : Mn_Mn266.calDat 
 Ni : NiO_Ni066.calDat 
Beam Size :  1, 1 µm 

DataSet/Point	Mg	Si	P	Fe	Ti	Cr	Al	Ca	Mn	Ni	O	Total	X	Y	Z	Comment	Distance (µ)	Point#	Date	
20 / 1 . 	26.7641	18.6886	0.0094	12.1976	0.0000	0.0057	0.0172	0.1996	0.1889	0.1563	42.6121	100.8394	6351.	32022.	54.	STAP01_13G(B)_ol7	3031.72	 20	09/11/2013 12:27:52	
21 / 1 . 	26.6855	18.6472	0.0096	11.8517	0.0000	0.0262	0.0113	0.2160	0.1851	0.1579	42.4237	100.2141	6528.	32056.	53.	STAP01_13G(B)_ol7	2955.58	 21	09/11/2013 12:36:24	
22 / 1 . 	27.4102	18.8350	0.0049	11.0954	0.0178	0.0137	0.0199	0.1768	0.1704	0.1986	42.8995	100.8421	5234.	28977.	44.	STAP01_13G(B)_ol8	6270.38	 22	09/11/2013 12:44:55	
23 / 1 . 	27.3779	18.7252	0.0033	11.2793	0.0036	0.0359	0.0207	0.1856	0.1586	0.2073	42.8078	100.8051	5234.	28667.	43.	STAP01_13G(B)_ol8	6565.93	 23	09/11/2013 12:53:29	
24 / 1 . 	27.1703	18.8225	0.0015	11.0897	0.0010	0.0125	0.0121	0.1767	0.1802	0.1958	42.7046	100.3667	5269.	28410.	40.	STAP01_13G(B)_ol8	6802.07	 24	09/11/2013 13:02:01	
25 / 1 . 	27.9464	18.8257	0.0116	10.3618	0.0204	0.0379	0.0249	0.2113	0.1468	0.2007	43.0652	100.8527	8936.	27693.	53.	STAP01_13G(B)_ol9	7460.05	 25	09/11/2013 13:10:32	
26 / 1 . 	27.6150	18.8868	0.0022	10.6009	0.0090	0.0211	0.0326	0.2076	0.1646	0.1778	42.9620	100.6795	8936.	27367.	49.	STAP01_13G(B)_ol9	7777.17	 26	09/11/2013 13:19:05	
27 / 1 . 	27.7564	18.8600	0.0003	10.4857	0.0127	0.0449	0.0221	0.1966	0.1539	0.1866	42.9880	100.7070	8676.	27367.	51.	STAP01_13G(B)_ol9	7722.28	 27	09/11/2013 13:27:36	
28 / 1 . 	27.8475	18.8228	0.0078	10.5322	0.0000	0.0375	0.0222	0.1880	0.1601	0.1768	43.0124	100.8072	13232.	27260.	59.	STAP01_13G(B)_ol10	9784.97	 28	09/11/2013 13:36:10	
29 / 1 . 	27.8908	18.8557	0.0024	10.5063	0.0000	0.0476	0.0275	0.1914	0.1544	0.1763	43.0581	100.9105	13232.	26998.	59.	STAP01_13G(B)_ol10	9991.95	 29	09/11/2013 13:44:44	
30 / 1 . 	27.6775	18.8557	0.0079	10.1352	0.0000	0.0322	0.0275	0.1967	0.1503	0.1890	42.8255	100.0975	13489.	27149.	62.	STAP01_13G(B)_ol10	10032.2	 30	09/11/2013 13:53:17	
31 / 1 . 	27.4219	18.8542	0.0000	10.8196	0.0113	0.0202	0.0187	0.1852	0.1642	0.1629	42.8279	100.4861	16746.	25650.	61.	STAP01_13G(B)_ol11	13342.51	 31	09/11/2013 14:01:51	
32 / 1 . 	27.3596	18.8645	0.0000	10.6703	0.0064	0.0000	0.0164	0.1883	0.1418	0.1698	42.7401	100.1572	16759.	25423.	62.	STAP01_13G(B)_ol11	13510.78	 32	09/11/2013 14:10:23	
33 / 1 . 	27.5677	18.8101	0.0058	10.9777	0.0000	0.0374	0.0238	0.1940	0.1618	0.1717	42.9415	100.8914	16795.	25183.	60.	STAP01_13G(B)_ol11	13706.17	 33	09/11/2013 14:18:58	
34 / 1 . 	27.6891	18.9465	0.0017	10.7559	0.0029	0.0337	0.0293	0.1866	0.1641	0.1678	43.1101	101.0878	21154.	25183.	67.	STAP01_13G(B)_ol12	17052.01	 34	09/11/2013 14:27:33	
35 / 1 . 	27.6197	18.8824	0.0000	10.5747	0.0145	0.0198	0.0185	0.2036	0.1577	0.1802	42.9339	100.6049	21241.	25089.	67.	STAP01_13G(B)_ol12	17177.17	 35	09/11/2013 14:36:04	
36 / 1 . 	27.5806	18.8461	0.0063	10.8066	0.0085	0.0143	0.0235	0.1910	0.1582	0.1685	42.9346	100.7382	21348.	25026.	68.	STAP01_13G(B)_ol12	17300.95	 36	09/11/2013 14:44:35	
37 / 1 . 	26.1961	18.5745	0.0086	12.9040	0.0016	0.0209	0.0189	0.2054	0.2032	0.1309	42.3207	100.5849	23516.	26154.	74.	STAP01_13G(B)_ol13	18558.11	 37	09/11/2013 14:53:14	
38 / 1 . 	26.2084	18.6418	0.0000	13.0007	0.0028	0.0142	0.0169	0.1964	0.2036	0.1406	42.4093	100.8348	23516.	26067.	74.	STAP01_13G(B)_ol13	18599.46	 38	09/11/2013 15:01:48	
39 / 1 . 	26.2071	18.6128	0.0000	12.9132	0.0174	0.0309	0.0171	0.2030	0.2092	0.1167	42.3717	100.6992	23089.	26067.	74.	STAP01_13G(B)_ol13	18225.33	 39	09/11/2013 15:10:23	
40 / 1 . 	27.8741	18.9671	0.0000	9.6030	0.0000	0.0344	0.0201	0.1865	0.1435	0.2049	42.9100	99.9437	21084.	21956.	56.	STAP01_13G(B)_ol14	19031.81	 40	09/11/2013 15:18:57	
41 / 1 . 	28.4279	18.9945	0.0056	9.8412	0.0028	0.0415	0.0217	0.1922	0.1495	0.2029	43.3984	101.2782	21084.	21767.	59.	STAP01_13G(B)_ol14	19161.25	 41	09/11/2013 15:27:23	
42 / 1 . 	28.2295	19.0151	0.0021	9.5876	0.0059	0.0441	0.0196	0.1891	0.1409	0.1996	43.2108	100.6443	20994.	21493.	59.	STAP01_13G(B)_ol14	19286.05	 42	09/11/2013 15:35:53	
43 / 1 . 	28.1140	18.9290	0.0007	10.2382	0.0103	0.0433	0.0238	0.1879	0.1596	0.1639	43.2230	101.0938	17196.	22248.	55.	STAP01_13G(B)_ol15	16175.07	 43	09/11/2013 15:44:25	
44 / 1 . 	27.9360	18.9480	0.0000	9.9314	0.0000	0.0334	0.0227	0.2002	0.1585	0.1685	43.0234	100.4220	17196.	21942.	52.	STAP01_13G(B)_ol15	16416.29	 44	09/11/2013 15:53:00	
45 / 1 . 	27.8850	18.9586	0.0002	10.1300	0.0107	0.0369	0.0218	0.1879	0.1433	0.1554	43.0627	100.5924	17017.	21942.	51.	STAP01_13G(B)_ol15	16307.59	 45	09/11/2013 16:01:34	
46 / 1 . 	25.9950	18.5598	0.0089	12.8402	0.0107	0.0217	0.0285	0.2156	0.1974	0.1176	42.1673	100.1627	12690.	22753.	46.	STAP01_13G(B)_ol16	13379.76	 46	09/11/2013 16:10:02	
47 / 1 . 	26.2097	18.5610	0.0107	13.0592	0.0137	0.0084	0.0171	0.2037	0.1978	0.1220	42.3573	100.7604	12690.	22987.	49.	STAP01_13G(B)_ol16	13166.95	 47	09/11/2013 16:18:29	
48 / 1 . 	26.1490	18.5280	0.0154	12.7961	0.0098	0.0238	0.0209	0.2143	0.1969	0.1069	42.2182	100.2793	12690.	23604.	48.	STAP01_13G(B)_ol16	12609.44	 48	09/11/2013 16:27:01	
49 / 1 . 	27.5577	18.8029	0.0034	10.7264	0.0089	0.0052	0.0290	0.1954	0.1655	0.1726	42.8495	100.5164	7969.	23747.	37.	STAP01_13G(B)_ol17	11222.5	 49	09/11/2013 16:35:30	
50 / 1 . 	27.4097	18.8518	0.0016	10.7983	0.0068	0.0174	0.0251	0.1917	0.1692	0.1767	42.8277	100.4761	7875.	23582.	36.	STAP01_13G(B)_ol17	11380.88	 50	09/11/2013 16:44:01	
51 / 1 . 	27.7647	18.9350	0.0000	10.3351	0.0004	0.0309	0.0187	0.1967	0.1456	0.1765	43.0097	100.6133	7875.	23007.	38.	STAP01_13G(B)_ol17	11954.82	 51	09/11/2013 16:52:31	
52 / 1 . 	27.4506	18.8433	0.0048	10.3665	0.0242	0.0473	0.0248	0.1994	0.1711	0.1985	42.7600	100.0904	7806.	19818.	26.	STAP01_13G(B)_ol18	15136.4	 52	09/11/2013 17:01:02	
53 / 1 . 	27.5283	18.7763	0.0003	10.5315	0.0126	0.0193	0.0310	0.2107	0.1461	0.2055	42.7603	100.2219	7653.	19576.	23.	STAP01_13G(B)_ol18	15372.63	 53	09/11/2013 17:09:33	
54 / 1 . 	27.6592	18.8802	0.0037	10.5022	0.0000	0.0110	0.0251	0.2169	0.1628	0.2026	42.9487	100.6122	8086.	19576.	26.	STAP01_13G(B)_ol18	15392.32	 54	09/11/2013 17:18:00	
55 / 1 . 	27.2610	18.8193	0.0062	11.2776	0.0047	0.0091	0.0307	0.2015	0.1590	0.1835	42.8385	100.7910	10906.	19576.	34.	STAP01_13G(B)_ol19	15812.7	 55	09/11/2013 17:26:39	
56 / 1 . 	27.4494	18.8174	0.0000	11.4235	0.0000	0.0000	0.0209	0.2026	0.1577	0.1843	42.9718	101.2274	10906.	19786.	34.	STAP01_13G(B)_ol19	15608.73	 56	09/11/2013 17:35:15	
57 / 1 . 	27.3172	18.7780	0.0011	11.1042	0.0073	0.0094	0.0258	0.2016	0.1645	0.1777	42.7696	100.5563	10906.	20066.	33.	STAP01_13G(B)_ol19	15337.01	 57	09/11/2013 17:43:53	
58 / 1 . 	27.4262	18.8357	0.0000	10.7708	0.0103	0.0341	0.0209	0.2003	0.1580	0.2015	42.8225	100.4803	13334.	19532.	40.	STAP01_13G(B)_ol20	16596.16	 58	09/11/2013 17:52:24	
59 / 1 . 	27.5651	18.8151	0.0139	10.7416	0.0162	0.0088	0.0281	0.1882	0.1518	0.1802	42.8873	100.5964	13320.	19377.	40.	STAP01_13G(B)_ol20	16735.02	 59	09/11/2013 18:00:51	
60 / 1 . 	27.4143	18.8260	0.0000	10.8283	0.0150	0.0000	0.0206	0.1876	0.1516	0.1956	42.7900	100.4289	13148.	19228.	36.	STAP01_13G(B)_ol20	16811.76	 60	09/11/2013 18:09:22	
61 / 1 . 	26.0887	18.5282	0.0000	13.1133	0.0000	0.0082	0.0252	0.1861	0.1988	0.1301	42.2328	100.5113	16460.	18661.	40.	STAP01_13G(B)_ol21	18744.14	 61	09/11/2013 18:17:57	
62 / 1 . 	25.9759	18.5144	0.0000	13.2508	0.0030	0.0084	0.0200	0.1814	0.2114	0.1423	42.1868	100.4944	16528.	18516.	41.	STAP01_13G(B)_ol21	18903.79	 62	09/11/2013 18:26:30	
63 / 1 . 	26.0850	18.6120	0.0014	13.1297	0.0052	0.0096	0.0188	0.1910	0.2123	0.1610	42.3477	100.7738	16506.	18255.	40.	STAP01_13G(B)_ol21	19120.25	 63	09/11/2013 18:35:05	
64 / 1 . 	26.9823	18.7637	0.0000	11.3819	0.0093	0.0130	0.0306	0.1964	0.1812	0.1804	42.6195	100.3583	19453.	18750.	44.	STAP01_13G(B)_ol22	20322.91	 64	09/11/2013 18:43:32	
65 / 1 . 	27.0529	18.8032	0.0032	11.4194	0.0000	0.0165	0.0164	0.2013	0.1646	0.1698	42.7037	100.5508	19453.	18511.	45.	STAP01_13G(B)_ol22	20513.83	 65	09/11/2013 18:52:08	
66 / 1 . 	26.9605	18.7484	0.0000	11.4508	0.0023	0.0000	0.0222	0.2106	0.1721	0.1786	42.5920	100.3376	19373.	18196.	43.	STAP01_13G(B)_ol22	20719.76	 66	09/11/2013 19:00:44	
