FileName :   BLA2013_01G(A)_points.qtiDat 
Signal(s) Used :  Fe Ka, Si Ka, Cr Ka, Mg Ka, Ti Ka, Al Ka, Mn Ka, Ni Ka, Ca Ka 
Spectromers Conditions :   Sp5 LIF,  Sp1 LTAP,  Sp3 LLIF,  Sp4 TAP,  Sp2 PET,  Sp4 TAP,  Sp5 LIF,  Sp3 LLIF,  Sp2 PET 
Full Spectromers Conditions :   Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp1 LTAP(2d= 25.745,K= 0.00218),  Sp3 LLIF(2d= 4.0267,K= 0.000058),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp2 PET(2d= 8.75,K= 0.000144),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp3 LLIF(2d= 4.0267,K= 0.000058),  Sp2 PET(2d= 8.75,K= 0.000144) 
Column Conditions :  Cond 1 : 15keV 20nA , Cond 2 : 15keV 60nA  
 	Cond 1 : Fe Ka, Si Ka, Cr Ka, Mg Ka, Ti Ka 
 	Cond 2 : Al Ka, Mn Ka, Ni Ka, Ca Ka 
Date :  1-Nov-2013 
User Name :  sx 
Setup Name :  lucy_ol_31oct2013.qtiSet 
DataSet Comment :  BLA2013_01G(A)_ol14 
Comment :   
Analysis Date :  01/11/2013 10:07:04 
Project Name :  Lucy Tweed 
Sample Name :  31 October 2013 
Pha Parameters :  	 
 		Bias	Gain	Dtime	Blin	Wind	Mode	 
  Sp5(Fe Ka)	1819	359	3	1007	399	Inte	 
  Sp1(Si Ka)	1301	2683	3	2008	2194	Inte	 
  Sp3(Cr Ka)	1815	350	3	560	816	Inte	 
  Sp4(Mg Ka)	1306	2697	3	2074	2433	Inte	 
  Sp2(Ti Ka)	1298	891	3	890	2548	Inte	 
  Sp4(Al Ka)	1306	2697	3	2074	2433	Inte	 
  Sp5(Mn Ka)	1819	359	3	1007	399	Inte	 
  Sp3(Ni Ka)	1819	362	3	560	816	Inte	 
  Sp2(Ca Ka)	1298	891	3	890	2548	Inte 
Peak Position :   Sp5 48089 (-250, 300),  Sp1 27741 (-500, 300),  Sp3 56853 (-250, 300),  Sp4 38519 (-500, 500),  Sp2 31432 (-350, 250),  Sp4 32472 (-500, 500),  Sp5 52207 (200, 1.0221),  Sp3 41160 (-250, 300),  Sp2 38386 (-300, 250) 
Current Sample Position :   X = 22675 Y = 801 Z = -110 
Standard Name :   
 Fe On Fayalite 
 Si, Ca On Diopside 
 Cr On Cr 
 Mg On Olivine (St. Johns) 
 Ti On Rutile 
 Al On Cor 
 Mn On Mn 
 Ni On NiO 
Standard composition :   
 Fayalite = O  : 31.405%, Si : 13.783%, Fe : 54.812% 
 Diopside = O  : 44.5%, Mg : 11.2%, Si : 25.9%, Ca : 18.4% 
 Cr = Cr : 100.% 
 Olivine (St. Johns) = O  : 43.4%, Mg : 29.7%, Si : 19.1%, Mn : 0.1%, Fe : 7.4%, Ni : 0.3% 
 Rutile = Ti : 59.95%, O  : 40.05% 
 Cor = O  : 47.1%, Al : 52.9% 
 Mn = Mn : 100.% 
 NiO = Ni : 78.5839%, O  : 21.4161% 
Calibration file name :   
 Fe : Fayalite_Fe257.calDat 
 Si : Diopside_Si_Si_Ca001.calDat 
 Cr : Cr_Cr_Cr003.calDat 
 Mg : Olivine (St. Johns)_Mg_Mg016.calDat 
 Ti : Rutile_Ti_Ti030.calDat 
 Al : Cor_Al_Al017.calDat 
 Mn : Mn_Mn265.calDat 
 Ni : NiO_Ni065.calDat 
 Ca : Diopside_Si_Si_Ca_Ca020.calDat 
Beam Size :  1, 1 µm 

DataSet/Point	FeO	SiO2	Cr2O3	MgO	TiO2	Al2O3	MnO	NiO	CaO	Total	X	Y	Z	Comment	Point#	Date	
19 / 1 . 	19.6027	39.2174	0.0454	40.5690	0.0124	0.0573	0.3043	0.1627	0.3035	100.2748	5747.	4868.	-118.	BLA2013_01G(A)_ol7	 19	01/11/2013 00:04:28	
20 / 1 . 	19.2534	39.0081	0.0332	40.5227	0.0326	0.0567	0.2991	0.1836	0.3239	99.7134	5907.	4949.	-121.	BLA2013_01G(A)_ol7	 20	01/11/2013 00:11:11	
21 / 1 . 	11.4451	40.6521	0.0969	46.9327	0.0015	0.0665	0.1560	0.3080	0.3262	99.9849	5163.	1067.	-154.	BLA2013_01G(A)_ol8	 21	01/11/2013 00:17:59	
22 / 1 . 	11.3106	40.7469	0.0890	46.9848	0.0000	0.0625	0.1665	0.3136	0.3325	100.0064	5183.	962.	-153.	BLA2013_01G(A)_ol8	 22	01/11/2013 00:24:42	
23 / 1 . 	11.4094	40.6297	0.0622	46.6867	0.0000	0.0633	0.1636	0.3113	0.3293	99.6554	5279.	1002.	-153.	BLA2013_01G(A)_ol8	 23	01/11/2013 00:31:27	
24 / 1 . 	11.5541	40.7066	0.0842	47.0944	0.0106	0.0605	0.1650	0.3289	0.3157	100.3200	8345.	1188.	-143.	BLA2013_01G(A)_ol9	 24	01/11/2013 00:38:10	
25 / 1 . 	11.4042	40.6895	0.1144	47.2006	0.0115	0.0876	0.1608	0.3270	0.3178	100.3133	8570.	1023.	-144.	BLA2013_01G(A)_ol9	 25	01/11/2013 00:44:51	
26 / 1 . 	11.3006	40.8542	0.1021	47.2807	0.0042	0.0630	0.1637	0.3479	0.3225	100.4388	8448.	1187.	-140.	BLA2013_01G(A)_ol9	 26	01/11/2013 00:51:34	
27 / 1 . 	11.8873	40.3716	0.0583	46.6192	0.0072	0.0429	0.1794	0.2699	0.2753	99.7110	11282.	1004.	-137.	BLA2013_01G(A)_ol10	 27	01/11/2013 00:58:16	
28 / 1 . 	12.4753	40.5523	0.0599	46.4427	0.0078	0.0459	0.1611	0.2624	0.2653	100.2728	11336.	922.	-136.	BLA2013_01G(A)_ol10	 28	01/11/2013 01:04:58	
29 / 1 . 	12.6841	40.4335	0.0249	46.3488	0.0000	0.0490	0.1898	0.2328	0.2391	100.2020	11207.	778.	-139.	BLA2013_01G(A)_ol10	 29	01/11/2013 01:11:41	
30 / 1 . 	11.1731	40.8295	0.0948	47.0118	0.0362	0.0685	0.1584	0.3367	0.3149	100.0239	14139.	843.	-129.	BLA2013_01G(A)_ol11	 30	01/11/2013 01:18:26	
31 / 1 . 	11.1463	40.6746	0.0968	47.1788	0.0067	0.0571	0.1661	0.3419	0.3227	99.9910	14267.	843.	-128.	BLA2013_01G(A)_ol11	 31	01/11/2013 01:25:08	
32 / 1 . 	11.0691	40.7528	0.1007	47.2178	0.0000	0.0684	0.1571	0.3222	0.3201	100.0083	14183.	697.	-129.	BLA2013_01G(A)_ol11	 32	01/11/2013 01:31:52	
33 / 1 . 	14.2797	40.1494	0.0371	44.9831	0.0000	0.0422	0.2073	0.2112	0.1977	100.1076	16583.	1614.	-118.	BLA2013_01G(A)_ol12	 33	01/11/2013 01:38:36	
34 / 1 . 	15.4216	39.9589	0.0318	44.1010	0.0010	0.0427	0.2332	0.1940	0.1857	100.1700	16778.	1554.	-117.	BLA2013_01G(A)_ol12	 34	01/11/2013 01:45:19	
35 / 1 . 	15.5908	40.1385	0.0112	44.0768	0.0040	0.0400	0.2225	0.2046	0.1706	100.4589	16689.	1485.	-117.	BLA2013_01G(A)_ol12	 35	01/11/2013 01:52:01	
36 / 1 . 	16.9941	39.7579	0.0317	42.5833	0.0000	0.0752	0.2360	0.1888	0.3166	100.1835	20122.	883.	-112.	BLA2013_01G(A)_ol13	 36	01/11/2013 09:32:12	
37 / 1 . 	16.6607	39.7488	0.0451	42.6956	0.0067	0.0777	0.2396	0.1958	0.3220	99.9918	20240.	913.	-114.	BLA2013_01G(A)_ol13	 37	01/11/2013 09:39:52	
38 / 1 . 	17.0123	39.6911	0.0626	42.4442	0.0098	0.0759	0.2562	0.1818	0.3056	100.0395	20152.	812.	-114.	BLA2013_01G(A)_ol13	 38	01/11/2013 09:46:36	
39 / 1 . 	11.6835	40.6387	0.0907	46.4912	0.0000	0.0796	0.1679	0.3179	0.3315	99.8008	22513.	908.	-109.	BLA2013_01G(A)_ol14	 39	01/11/2013 09:53:25	
40 / 1 . 	11.5173	40.5280	0.0673	46.5968	0.0148	0.0692	0.1688	0.3086	0.3294	99.6002	22670.	956.	-110.	BLA2013_01G(A)_ol14	 40	01/11/2013 10:00:14	
41 / 1 . 	11.7604	40.5386	0.0889	46.7279	0.0000	0.0691	0.1669	0.3062	0.3310	99.9889	22675.	801.	-110.	BLA2013_01G(A)_ol14	 41	01/11/2013 10:07:04	
42 / 1 . 	12.6649	40.5869	0.0755	45.7712	0.0000	0.0664	0.1775	0.2839	0.3120	99.9382	19571.	-2935.	-146.	BLA2013_01G(A)_ol15	 42	01/11/2013 10:13:47	
43 / 1 . 	12.5063	40.5667	0.0878	46.1220	0.0027	0.0652	0.1845	0.2798	0.3026	100.1175	19764.	-2866.	-146.	BLA2013_01G(A)_ol15	 43	01/11/2013 10:20:33	
44 / 1 . 	12.8605	40.5319	0.0356	45.7278	0.0000	0.0660	0.1769	0.2647	0.3065	99.9697	19654.	-3023.	-147.	BLA2013_01G(A)_ol15	 44	01/11/2013 10:27:16	
45 / 1 . 	19.2067	39.1427	0.0259	40.4674	0.0323	0.0733	0.3006	0.1585	0.3246	99.7321	16339.	-2602.	-152.	BLA2013_01G(A)_ol16	 45	01/11/2013 10:34:02	
46 / 1 . 	20.6789	38.8421	0.0200	39.0674	0.0134	0.0679	0.3141	0.1642	0.3238	99.4919	16454.	-2602.	-152.	BLA2013_01G(A)_ol16	 46	01/11/2013 10:40:48	
47 / 1 . 	20.3098	38.9272	0.0257	39.9106	0.0282	0.0695	0.3104	0.1543	0.3191	100.0547	16362.	-2687.	-153.	BLA2013_01G(A)_ol16	 47	01/11/2013 10:47:33	
48 / 1 . 	11.0839	40.6306	0.0739	46.8967	0.0090	0.0667	0.1874	0.3123	0.3332	99.5937	13711.	-2433.	-156.	BLA2013_01G(A)_ol17	 48	01/11/2013 10:54:15	
49 / 1 . 	10.9293	40.7781	0.0925	46.9491	0.0162	0.0733	0.1536	0.3185	0.3345	99.6451	13875.	-2411.	-156.	BLA2013_01G(A)_ol17	 49	01/11/2013 11:01:02	
50 / 1 . 	11.2633	40.6862	0.0621	46.8649	0.0060	0.0677	0.1643	0.3237	0.3242	99.7624	13756.	-2576.	-158.	BLA2013_01G(A)_ol17	 50	01/11/2013 11:07:47	
51 / 1 . 	14.5446	40.0042	0.0374	44.1634	0.0086	0.0429	0.2185	0.1872	0.2440	99.4507	10857.	-2582.	-166.	BLA2013_01G(A)_ol18	 51	01/11/2013 11:14:33	
52 / 1 . 	14.4964	40.1379	0.0136	44.2375	0.0112	0.0463	0.2275	0.1914	0.2216	99.5835	10975.	-2492.	-163.	BLA2013_01G(A)_ol18	 52	01/11/2013 11:21:20	
53 / 1 . 	14.3993	40.0631	0.0216	44.3716	0.0329	0.0411	0.2140	0.1971	0.2197	99.5606	11143.	-2425.	-164.	BLA2013_01G(A)_ol18	 53	01/11/2013 11:28:05	
54 / 1 . 	10.7533	40.7516	0.0762	47.3470	0.0000	0.0749	0.1506	0.3413	0.3233	99.8182	7637.	-2065.	-168.	BLA2013_01G(A)_ol19	 54	01/11/2013 11:34:51	
55 / 1 . 	10.8044	40.8989	0.1070	47.3518	0.0000	0.0767	0.1630	0.3305	0.3346	100.0669	7771.	-2055.	-168.	BLA2013_01G(A)_ol19	 55	01/11/2013 11:41:37	
56 / 1 . 	10.9231	40.8358	0.0907	47.3098	0.0000	0.0925	0.1437	0.3418	0.3238	100.0612	7660.	-2172.	-169.	BLA2013_01G(A)_ol19	 56	01/11/2013 11:48:21	
57 / 1 . 	10.3568	40.8963	0.0952	47.9682	0.0053	0.0810	0.1560	0.3561	0.2891	100.2040	4284.	-1911.	-177.	BLA2013_01G(A)_ol20	 57	01/11/2013 11:55:06	
58 / 1 . 	9.9079	41.0846	0.0708	48.0940	0.0046	0.0892	0.1469	0.3621	0.2770	100.0370	4414.	-1958.	-177.	BLA2013_01G(A)_ol20	 58	01/11/2013 12:01:52	
59 / 1 . 	9.9304	41.0838	0.0952	48.1434	0.0290	0.0961	0.1454	0.3648	0.2760	100.1642	4576.	-1877.	-177.	BLA2013_01G(A)_ol20	 59	01/11/2013 12:08:38	
