FileName :   BLA2013_01G(A)_points.qtiDat 
Signal(s) Used :  Fe Ka, Si Ka, Cr Ka, Mg Ka, Ti Ka, Al Ka, Mn Ka, Ni Ka, Ca Ka 
Spectromers Conditions :   Sp5 LIF,  Sp1 LTAP,  Sp3 LLIF,  Sp4 TAP,  Sp2 PET,  Sp4 TAP,  Sp5 LIF,  Sp3 LLIF,  Sp2 PET 
Full Spectromers Conditions :   Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp1 LTAP(2d= 25.745,K= 0.00218),  Sp3 LLIF(2d= 4.0267,K= 0.000058),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp2 PET(2d= 8.75,K= 0.000144),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp3 LLIF(2d= 4.0267,K= 0.000058),  Sp2 PET(2d= 8.75,K= 0.000144) 
Column Conditions :  Cond 1 : 15keV 20nA , Cond 2 : 15keV 60nA  
 	Cond 1 : Fe Ka, Si Ka, Cr Ka, Mg Ka, Ti Ka 
 	Cond 2 : Al Ka, Mn Ka, Ni Ka, Ca Ka 
Date :  1-Nov-2013 
User Name :  sx 
Setup Name :  lucy_ol_31oct2013.qtiSet 
DataSet Comment :  BLA2013_01G(A)_ol14 
Comment :   
Analysis Date :  01/11/2013 10:07:04 
Project Name :  Lucy Tweed 
Sample Name :  31 October 2013 
Pha Parameters :  	 
 		Bias	Gain	Dtime	Blin	Wind	Mode	 
  Sp5(Fe Ka)	1819	359	3	1007	399	Inte	 
  Sp1(Si Ka)	1301	2683	3	2008	2194	Inte	 
  Sp3(Cr Ka)	1815	350	3	560	816	Inte	 
  Sp4(Mg Ka)	1306	2697	3	2074	2433	Inte	 
  Sp2(Ti Ka)	1298	891	3	890	2548	Inte	 
  Sp4(Al Ka)	1306	2697	3	2074	2433	Inte	 
  Sp5(Mn Ka)	1819	359	3	1007	399	Inte	 
  Sp3(Ni Ka)	1819	362	3	560	816	Inte	 
  Sp2(Ca Ka)	1298	891	3	890	2548	Inte 
Peak Position :   Sp5 48089 (-250, 300),  Sp1 27741 (-500, 300),  Sp3 56853 (-250, 300),  Sp4 38519 (-500, 500),  Sp2 31432 (-350, 250),  Sp4 32472 (-500, 500),  Sp5 52207 (200, 1.0221),  Sp3 41160 (-250, 300),  Sp2 38386 (-300, 250) 
Current Sample Position :   X = 22675 Y = 801 Z = -110 
Standard Name :   
 Fe On Fayalite 
 Si, Ca On Diopside 
 Cr On Cr 
 Mg On Olivine (St. Johns) 
 Ti On Rutile 
 Al On Cor 
 Mn On Mn 
 Ni On NiO 
Standard composition :   
 Fayalite = O  : 31.405%, Si : 13.783%, Fe : 54.812% 
 Diopside = O  : 44.5%, Mg : 11.2%, Si : 25.9%, Ca : 18.4% 
 Cr = Cr : 100.% 
 Olivine (St. Johns) = O  : 43.4%, Mg : 29.7%, Si : 19.1%, Mn : 0.1%, Fe : 7.4%, Ni : 0.3% 
 Rutile = Ti : 59.95%, O  : 40.05% 
 Cor = O  : 47.1%, Al : 52.9% 
 Mn = Mn : 100.% 
 NiO = Ni : 78.5839%, O  : 21.4161% 
Calibration file name :   
 Fe : Fayalite_Fe257.calDat 
 Si : Diopside_Si_Si_Ca001.calDat 
 Cr : Cr_Cr_Cr003.calDat 
 Mg : Olivine (St. Johns)_Mg_Mg016.calDat 
 Ti : Rutile_Ti_Ti030.calDat 
 Al : Cor_Al_Al017.calDat 
 Mn : Mn_Mn265.calDat 
 Ni : NiO_Ni065.calDat 
 Ca : Diopside_Si_Si_Ca_Ca020.calDat 
Beam Size :  1, 1 µm 

DataSet/Point	Fe	Si	Cr	Mg	Ti	Al	Mn	Ni	Ca	O	X	Y	Z	Comment	Point#	Date	
20 / 1 . 	0.6929	0.5920	0.0266	1.2226	0.0230	0.0039	0.0218	0.0142	0.0109		5907.	4949.	-121.	BLA2013_01G(A)_ol7	 20	01/11/2013 00:11:11	
21 / 1 . 	0.4609	0.6167	0.0282	1.4121	0.0218	0.0040	0.0193	0.0158	0.0110		5163.	1067.	-154.	BLA2013_01G(A)_ol8	 21	01/11/2013 00:17:59	
22 / 1 . 	0.4577	0.6182	0.0274	1.4137	0.0218	0.0039	0.0187	0.0157	0.0110		5183.	962.	-153.	BLA2013_01G(A)_ol8	 22	01/11/2013 00:24:42	
23 / 1 . 	0.4606	0.6164	0.0273	1.4049	0.0218	0.0038	0.0185	0.0153	0.0108		5279.	1002.	-153.	BLA2013_01G(A)_ol8	 23	01/11/2013 00:31:27	
24 / 1 . 	0.4656	0.6176	0.0285	1.4171	0.0218	0.0039	0.0193	0.0161	0.0108		8345.	1188.	-143.	BLA2013_01G(A)_ol9	 24	01/11/2013 00:38:10	
25 / 1 . 	0.4597	0.6173	0.0288	1.4201	0.0216	0.0042	0.0192	0.0161	0.0109		8570.	1023.	-144.	BLA2013_01G(A)_ol9	 25	01/11/2013 00:44:51	
26 / 1 . 	0.4571	0.6198	0.0281	1.4225	0.0219	0.0039	0.0191	0.0164	0.0109		8448.	1187.	-140.	BLA2013_01G(A)_ol9	 26	01/11/2013 00:51:34	
27 / 1 . 	0.4753	0.6126	0.0272	1.4030	0.0213	0.0038	0.0195	0.0153	0.0100		11282.	1004.	-137.	BLA2013_01G(A)_ol10	 27	01/11/2013 00:58:16	
28 / 1 . 	0.4924	0.6153	0.0268	1.3977	0.0216	0.0038	0.0193	0.0152	0.0098		11336.	922.	-136.	BLA2013_01G(A)_ol10	 28	01/11/2013 01:04:58	
29 / 1 . 	0.4983	0.6135	0.0268	1.3949	0.0221	0.0038	0.0195	0.0148	0.0093		11207.	778.	-139.	BLA2013_01G(A)_ol10	 29	01/11/2013 01:11:41	
30 / 1 . 	0.4536	0.6194	0.0277	1.4145	0.0218	0.0038	0.0182	0.0157	0.0105		14139.	843.	-129.	BLA2013_01G(A)_ol11	 30	01/11/2013 01:18:26	
31 / 1 . 	0.4529	0.6171	0.0277	1.4195	0.0220	0.0038	0.0192	0.0162	0.0108		14267.	843.	-128.	BLA2013_01G(A)_ol11	 31	01/11/2013 01:25:08	
32 / 1 . 	0.4507	0.6182	0.0284	1.4206	0.0221	0.0038	0.0185	0.0156	0.0106		14183.	697.	-129.	BLA2013_01G(A)_ol11	 32	01/11/2013 01:31:52	
33 / 1 . 	0.5461	0.6092	0.0266	1.3546	0.0222	0.0037	0.0200	0.0145	0.0086		16583.	1614.	-118.	BLA2013_01G(A)_ol12	 33	01/11/2013 01:38:36	
34 / 1 . 	0.5812	0.6064	0.0259	1.3286	0.0219	0.0038	0.0203	0.0144	0.0084		16778.	1554.	-117.	BLA2013_01G(A)_ol12	 34	01/11/2013 01:45:19	
35 / 1 . 	0.5845	0.6090	0.0261	1.3278	0.0224	0.0037	0.0199	0.0143	0.0081		16689.	1485.	-117.	BLA2013_01G(A)_ol12	 35	01/11/2013 01:52:01	
36 / 1 . 	0.6277	0.6034	0.0263	1.2838	0.0222	0.0040	0.0202	0.0141	0.0107		20122.	883.	-112.	BLA2013_01G(A)_ol13	 36	01/11/2013 09:32:12	
37 / 1 . 	0.6185	0.6032	0.0262	1.2871	0.0224	0.0041	0.0209	0.0145	0.0110		20240.	913.	-114.	BLA2013_01G(A)_ol13	 37	01/11/2013 09:39:52	
38 / 1 . 	0.6284	0.6024	0.0269	1.2797	0.0224	0.0041	0.0209	0.0143	0.0106		20152.	812.	-114.	BLA2013_01G(A)_ol13	 38	01/11/2013 09:46:36	
39 / 1 . 	0.4697	0.6166	0.0286	1.3993	0.0221	0.0040	0.0187	0.0157	0.0110		22513.	908.	-109.	BLA2013_01G(A)_ol14	 39	01/11/2013 09:53:25	
40 / 1 . 	0.4634	0.6149	0.0281	1.4023	0.0219	0.0040	0.0189	0.0158	0.0110		22670.	956.	-110.	BLA2013_01G(A)_ol14	 40	01/11/2013 10:00:14	
41 / 1 . 	0.4713	0.6151	0.0281	1.4062	0.0219	0.0040	0.0194	0.0159	0.0110		22675.	801.	-110.	BLA2013_01G(A)_ol14	 41	01/11/2013 10:07:04	
42 / 1 . 	0.4984	0.6158	0.0279	1.3780	0.0220	0.0040	0.0192	0.0156	0.0107		19571.	-2935.	-146.	BLA2013_01G(A)_ol15	 42	01/11/2013 10:13:47	
43 / 1 . 	0.4938	0.6155	0.0278	1.3882	0.0220	0.0039	0.0196	0.0155	0.0105		19764.	-2866.	-146.	BLA2013_01G(A)_ol15	 43	01/11/2013 10:20:33	
44 / 1 . 	0.5039	0.6149	0.0263	1.3766	0.0221	0.0039	0.0196	0.0152	0.0107		19654.	-3023.	-147.	BLA2013_01G(A)_ol15	 44	01/11/2013 10:27:16	
45 / 1 . 	0.6927	0.5941	0.0262	1.2210	0.0226	0.0041	0.0221	0.0140	0.0110		16339.	-2602.	-152.	BLA2013_01G(A)_ol16	 45	01/11/2013 10:34:02	
46 / 1 . 	0.7350	0.5895	0.0260	1.1796	0.0227	0.0041	0.0228	0.0141	0.0110		16454.	-2602.	-152.	BLA2013_01G(A)_ol16	 46	01/11/2013 10:40:48	
47 / 1 . 	0.7253	0.5908	0.0257	1.2047	0.0227	0.0041	0.0223	0.0140	0.0109		16362.	-2687.	-153.	BLA2013_01G(A)_ol16	 47	01/11/2013 10:47:33	
48 / 1 . 	0.4528	0.6165	0.0280	1.4113	0.0222	0.0038	0.0183	0.0155	0.0109		13711.	-2433.	-156.	BLA2013_01G(A)_ol17	 48	01/11/2013 10:54:15	
49 / 1 . 	0.4468	0.6187	0.0284	1.4127	0.0215	0.0038	0.0184	0.0155	0.0109		13875.	-2411.	-156.	BLA2013_01G(A)_ol17	 49	01/11/2013 11:01:02	
50 / 1 . 	0.4571	0.6173	0.0286	1.4103	0.0220	0.0039	0.0191	0.0160	0.0109		13756.	-2576.	-158.	BLA2013_01G(A)_ol17	 50	01/11/2013 11:07:47	
51 / 1 . 	0.5558	0.6071	0.0259	1.3304	0.0221	0.0036	0.0193	0.0138	0.0092		10857.	-2582.	-166.	BLA2013_01G(A)_ol18	 51	01/11/2013 11:14:33	
52 / 1 . 	0.5542	0.6091	0.0269	1.3326	0.0219	0.0038	0.0203	0.0143	0.0090		10975.	-2492.	-163.	BLA2013_01G(A)_ol18	 52	01/11/2013 11:21:20	
53 / 1 . 	0.5511	0.6080	0.0248	1.3366	0.0221	0.0036	0.0194	0.0137	0.0088		11143.	-2425.	-164.	BLA2013_01G(A)_ol18	 53	01/11/2013 11:28:05	
54 / 1 . 	0.4412	0.6183	0.0279	1.4246	0.0222	0.0040	0.0191	0.0163	0.0109		7637.	-2065.	-168.	BLA2013_01G(A)_ol19	 54	01/11/2013 11:34:51	
55 / 1 . 	0.4430	0.6205	0.0294	1.4247	0.0218	0.0039	0.0184	0.0157	0.0109		7771.	-2055.	-168.	BLA2013_01G(A)_ol19	 55	01/11/2013 11:41:37	
56 / 1 . 	0.4477	0.6196	0.0287	1.4235	0.0217	0.0041	0.0184	0.0157	0.0107		7660.	-2172.	-169.	BLA2013_01G(A)_ol19	 56	01/11/2013 11:48:21	
57 / 1 . 	0.4291	0.6204	0.0279	1.4428	0.0217	0.0041	0.0188	0.0167	0.0103		4284.	-1911.	-177.	BLA2013_01G(A)_ol20	 57	01/11/2013 11:55:06	
58 / 1 . 	0.4165	0.6233	0.0275	1.4466	0.0219	0.0040	0.0185	0.0161	0.0098		4414.	-1958.	-177.	BLA2013_01G(A)_ol20	 58	01/11/2013 12:01:52	
59 / 1 . 	0.4169	0.6233	0.0285	1.4481	0.0218	0.0043	0.0190	0.0167	0.0100		4576.	-1877.	-177.	BLA2013_01G(A)_ol20	 59	01/11/2013 12:08:38	
