FileName :   STAP01_13G(A)_points.qtiDat 
Signal(s) Used :  Mg Ka, Si Ka, Ti Ka, Cr Ka, Fe Ka, Al Ka, Ca Ka, Mn Ka, Ni Ka 
Spectromers Conditions :   Sp4 TAP,  Sp1 LTAP,  Sp2 PET,  Sp3 LLIF,  Sp5 LIF,  Sp4 TAP,  Sp2 PET,  Sp5 LIF,  Sp3 LLIF 
Full Spectromers Conditions :   Sp4 TAP(2d= 25.745,K= 0.00218),  Sp1 LTAP(2d= 25.745,K= 0.00218),  Sp2 PET(2d= 8.75,K= 0.000144),  Sp3 LLIF(2d= 4.0267,K= 0.000058),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp2 PET(2d= 8.75,K= 0.000144),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp3 LLIF(2d= 4.0267,K= 0.000058) 
Column Conditions :  Cond 1 : 15keV 20nA , Cond 2 : 15keV 60nA  
 	Cond 1 : Mg Ka, Si Ka, Ti Ka, Cr Ka, Fe Ka 
 	Cond 2 : Al Ka, Ca Ka, Mn Ka, Ni Ka 
Date :  4-Nov-2013 
User Name :  sx 
Setup Name :  lucy_ol_1nov2013.qtiSet 
DataSet Comment :  STAP01_13G(A)_ol1 
Comment :   
Analysis Date :  02/11/2013 16:04:14 
Project Name :  Lucy Tweed 
Sample Name :  1 November 2013 
Pha Parameters :  	 
 		Bias	Gain	Dtime	Blin	Wind	Mode	 
  Sp4(Mg Ka)	1306	2697	3	2074	2433	Inte	 
  Sp1(Si Ka)	1301	2683	3	2008	2194	Inte	 
  Sp2(Ti Ka)	1298	891	3	890	2548	Inte	 
  Sp3(Cr Ka)	1819	362	3	560	816	Inte	 
  Sp5(Fe Ka)	1819	359	3	1007	399	Inte	 
  Sp4(Al Ka)	1306	2697	3	2074	2433	Inte	 
  Sp2(Ca Ka)	1298	891	3	890	2548	Inte	 
  Sp5(Mn Ka)	1819	359	3	1007	399	Inte	 
  Sp3(Ni Ka)	1819	362	3	560	816	Inte 
Peak Position :   Sp4 38519 (-500, 500),  Sp1 27734 (-500, 300),  Sp2 31420 (-350, 250),  Sp3 56855 (-250, 300),  Sp5 48105 (-250, 300),  Sp4 32470 (-500, 500),  Sp2 38381 (-300, 250),  Sp5 52217 (200, 1.0221),  Sp3 41162 (-250, 300) 
Current Sample Position :   X = 12189 Y = -17417 Z = -227 
Standard Name :   
 Mg On Olivine (St. Johns) 
 Si, Ca On Diopside 
 Ti On Rutile 
 Cr On Cr 
 Fe On Fayalite 
 Al On Cor 
 Mn On Mn 
 Ni On NiO 
Standard composition :   
 Olivine (St. Johns) = O  : 43.4%, Mg : 29.7%, Si : 19.1%, Mn : 0.1%, Fe : 7.4%, Ni : 0.3% 
 Diopside = O  : 44.5%, Mg : 11.2%, Si : 25.9%, Ca : 18.4% 
 Rutile = Ti : 59.95%, O  : 40.05% 
 Cr = Cr : 100.% 
 Fayalite = O  : 31.405%, Si : 13.783%, Fe : 54.812% 
 Cor = O  : 47.1%, Al : 52.9% 
 Mn = Mn : 100.% 
 NiO = Ni : 78.5839%, O  : 21.4161% 
Calibration file name :   
 Mg : Olivine (St. Johns)_Mg_Mg017.calDat 
 Si, Ca : Diopside_Si_Si_Ca003.calDat 
 Ti : Rutile_Ti236.calDat 
 Cr : Cr_Cr_Cr004.calDat 
 Fe : Fayalite_Fe_Fe002.calDat 
 Al : Cor_Al_Al018.calDat 
 Mn : Mn_Mn_Mn004.calDat 
 Ni : NiO_Ni_Ni002.calDat 
Beam Size :  1, 1 µm 

DataSet/Point	MgO	SiO2	TiO2	Cr2O3	FeO	Al2O3	CaO	MnO	NiO	Total	X	Y	Z	Comment	Point#	Date	
19 / 1 . 	45.2721	40.2825	0.0000	0.0433	13.9056	0.0507	0.2692	0.2169	0.2458	100.2861	3708.	-24188.	-172.	STAP01_13G(A)_ol3	 19	02/11/2013 18:06:04	
20 / 1 . 	45.2880	40.1955	0.0281	0.0590	13.5750	0.0494	0.2630	0.1932	0.2441	99.8954	3906.	-24154.	-173.	STAP01_13G(A)_ol3	 20	02/11/2013 18:12:53	
21 / 1 . 	45.2226	39.9896	0.0000	0.0587	13.6471	0.0472	0.2626	0.2092	0.2481	99.6851	3912.	-24296.	-175.	STAP01_13G(A)_ol3	 21	02/11/2013 18:19:39	
22 / 1 . 	45.4389	40.2184	0.0245	0.0553	13.6168	0.0439	0.2637	0.1757	0.2280	100.0653	3930.	-28620.	-164.	STAP01_13G(A)_ol8	 22	02/11/2013 18:26:26	
23 / 1 . 	45.2891	40.2017	0.0115	0.0393	13.7367	0.0528	0.2666	0.2178	0.2164	100.0319	3980.	-28798.	-164.	STAP01_13G(A)_ol8	 23	02/11/2013 18:33:12	
24 / 1 . 	45.2210	40.2290	0.0020	0.0433	13.2390	0.0465	0.2738	0.2035	0.2205	99.4786	4156.	-28667.	-164.	STAP01_13G(A)_ol8	 24	02/11/2013 18:39:57	
25 / 1 . 	46.4242	40.3628	0.0201	0.0620	11.9955	0.0504	0.2514	0.2090	0.2589	99.6342	8307.	-27785.	-182.	STAP01_13G(A)_ol9	 25	02/11/2013 18:46:41	
26 / 1 . 	46.4771	40.4913	0.0000	0.0572	12.0186	0.0488	0.2537	0.1862	0.2527	99.7855	8646.	-27773.	-182.	STAP01_13G(A)_ol9	 26	02/11/2013 18:53:32	
27 / 1 . 	46.6593	40.5663	0.0013	0.0691	12.1871	0.0469	0.2514	0.1870	0.2610	100.2293	8731.	-27926.	-182.	STAP01_13G(A)_ol9	 27	02/11/2013 19:00:19	
28 / 1 . 	45.7514	40.0081	0.0000	0.0485	13.4375	0.0469	0.2882	0.1993	0.2592	100.0392	12418.	-26429.	-203.	STAP01_13G(A)_ol10	 28	02/11/2013 19:07:03	
29 / 1 . 	45.4105	39.9737	0.0088	0.0573	13.4732	0.0469	0.2767	0.1995	0.2504	99.6969	12703.	-26189.	-203.	STAP01_13G(A)_ol10	 29	02/11/2013 19:13:47	
30 / 1 . 	45.4577	40.0176	0.0000	0.0799	13.5870	0.0505	0.2768	0.1983	0.2496	99.9175	12687.	-25962.	-204.	STAP01_13G(A)_ol10	 30	02/11/2013 19:20:32	
31 / 1 . 	45.1515	40.0174	0.0069	0.0228	13.8455	0.0444	0.2621	0.1994	0.2253	99.7752	15860.	-25097.	-219.	STAP01_13G(A)_ol11	 31	02/11/2013 19:27:18	
32 / 1 . 	45.3110	40.0754	0.0075	0.0295	13.4695	0.0455	0.2518	0.2062	0.2340	99.6304	16113.	-25060.	-221.	STAP01_13G(A)_ol11	 32	02/11/2013 19:34:02	
33 / 1 . 	45.2481	40.1531	0.0000	0.0265	13.7088	0.0446	0.2565	0.2095	0.2390	99.8862	16278.	-24867.	-222.	STAP01_13G(A)_ol11	 33	02/11/2013 19:40:47	
34 / 1 . 	45.1045	39.9295	0.0105	0.0703	13.7310	0.0466	0.2924	0.2028	0.2672	99.6548	19889.	-23582.	-243.	STAP01_13G(A)_ol12	 34	02/11/2013 19:47:33	
35 / 1 . 	45.1153	39.6502	0.0414	0.0808	13.6321	0.0492	0.2833	0.2012	0.2524	99.3060	20244.	-24156.	-243.	STAP01_13G(A)_ol12	 35	02/11/2013 19:54:20	
36 / 1 . 	44.5910	40.0057	0.0087	0.0438	14.4260	0.0561	0.2817	0.2253	0.2463	99.8847	20386.	-24107.	-241.	STAP01_13G(A)_ol12	 36	02/11/2013 20:01:04	
37 / 1 . 	46.8258	40.3763	0.0173	0.0652	11.5829	0.0525	0.2770	0.1771	0.2845	99.6586	21773.	-21828.	-254.	STAP01_13G(A)_ol13	 37	02/11/2013 20:07:49	
38 / 1 . 	46.9419	40.4859	0.0175	0.0460	11.7267	0.0485	0.2812	0.1758	0.2885	100.0119	21972.	-21953.	-254.	STAP01_13G(A)_ol13	 38	02/11/2013 20:14:34	
39 / 1 . 	46.5788	40.4986	0.0000	0.0749	11.6477	0.0521	0.2853	0.1742	0.2884	99.6000	21947.	-22358.	-253.	STAP01_13G(A)_ol13	 39	02/11/2013 20:21:18	
40 / 1 . 	43.7392	39.7614	0.0339	0.0402	15.1205	0.0426	0.2866	0.2411	0.2242	99.4897	22916.	-29212.	-246.	STAP01_13G(A)_ol22	 40	02/11/2013 20:28:04	
41 / 1 . 	43.8099	39.7691	0.0087	0.0523	15.4470	0.0405	0.2820	0.2384	0.2260	99.8739	22633.	-28904.	-244.	STAP01_13G(A)_ol22	 41	02/11/2013 20:34:55	
42 / 1 . 	43.9247	39.5654	0.0235	0.0479	15.1307	0.0377	0.2956	0.2551	0.2246	99.5051	22802.	-28936.	-246.	STAP01_13G(A)_ol22	 42	02/11/2013 20:41:40	
43 / 1 . 	46.2109	40.1084	0.0185	0.0791	12.3108	0.0441	0.2864	0.1934	0.3078	99.5593	19135.	-27238.	-230.	STAP01_13G(A)_ol18	 43	02/11/2013 20:48:27	
44 / 1 . 	46.3217	40.3131	0.0079	0.0689	12.3720	0.0406	0.2860	0.2012	0.2848	99.8962	19045.	-27358.	-229.	STAP01_13G(A)_ol18	 44	02/11/2013 20:55:12	
45 / 1 . 	46.3450	40.1786	0.0359	0.0574	12.3898	0.0416	0.2938	0.1827	0.2800	99.8048	18892.	-27645.	-227.	STAP01_13G(A)_ol18	 45	02/11/2013 21:02:02	
46 / 1 . 	45.1552	39.9194	0.0021	0.0248	13.6227	0.0413	0.2670	0.2056	0.2275	99.4655	15626.	-28744.	-210.	STAP01_13G(A)_ol17	 46	02/11/2013 21:08:49	
47 / 1 . 	45.1475	40.1808	0.0175	0.0182	14.2998	0.0445	0.2717	0.2102	0.2303	100.4206	15755.	-28732.	-210.	STAP01_13G(A)_ol17	 47	02/11/2013 21:15:35	
48 / 1 . 	45.0041	39.8886	0.0000	0.0630	13.7326	0.0474	0.2764	0.2009	0.2378	99.4508	15740.	-28877.	-210.	STAP01_13G(A)_ol17	 48	02/11/2013 21:22:20	
49 / 1 . 	45.1657	39.9761	0.0307	0.0196	13.4661	0.0485	0.2360	0.2086	0.2155	99.3669	12776.	-29286.	-196.	STAP01_13G(A)_ol16	 49	02/11/2013 21:29:06	
50 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol16	 50	01/11/2013 15:31:58	
51 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol16	 51	01/11/2013 15:32:07	
52 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol15	 52	01/11/2013 15:32:58	
53 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol15	 53	01/11/2013 15:33:03	
54 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol15	 54	01/11/2013 15:33:09	
55 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol14	 55	01/11/2013 15:33:57	
56 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol14	 56	01/11/2013 15:34:08	
57 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol14	 57	01/11/2013 15:34:13	
58 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol19	 58	01/11/2013 15:35:50	
59 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol19	 59	01/11/2013 15:35:55	
60 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol19	 60	01/11/2013 15:35:59	
61 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol20	 61	01/11/2013 15:36:51	
62 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol20	 62	01/11/2013 15:36:56	
63 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol20	 63	01/11/2013 15:37:02	
64 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol21	 64	01/11/2013 15:38:21	
65 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol21	 65	01/11/2013 15:38:37	
66 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol21	 66	01/11/2013 15:38:46	
67 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol23	 67	01/11/2013 15:40:06	
68 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol23	 68	01/11/2013 15:40:12	
69 / 1 . 										0.0000	.	.	.	STAP01_13G(A)_ol23	 69	01/11/2013 15:40:20	
