FileName :   BLA2013_01G(B)_pts.qtiDat 
Signal(s) Used :  Mg Ka, Si Ka, P  Ka, Fe Ka, Ti Ka, Cr Ka, Al Ka, Ca Ka, Mn Ka, Ni Ka 
Spectromers Conditions :   Sp4 TAP,  Sp1 LTAP,  Sp3 LPET,  Sp5 LIF,  Sp2 PET,  Sp5 LIF,  Sp4 TAP,  Sp3 LPET,  Sp5 LIF,  Sp5 LIF 
Full Spectromers Conditions :   Sp4 TAP(2d= 25.745,K= 0.00218),  Sp1 LTAP(2d= 25.745,K= 0.00218),  Sp3 LPET(2d= 8.75,K= 0.000144),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp2 PET(2d= 8.75,K= 0.000144),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp3 LPET(2d= 8.75,K= 0.000144),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp5 LIF(2d= 4.0267,K= 0.000058) 
Column Conditions :  Cond 1 : 15keV 20nA , Cond 2 : 15keV 60nA  
 	Cond 1 : Mg Ka, Si Ka, P  Ka, Fe Ka, Ti Ka, Cr Ka 
 	Cond 2 : Al Ka, Ca Ka, Mn Ka, Ni Ka 
Date :  11-Nov-2013 
User Name :  sx 
Setup Name :  lucy_ol_8nov2013.qtiSet 
DataSet Comment :  BLA2013_01G(B)_ol1 
Comment :   
Analysis Date :  09/11/2013 19:09:29 
Project Name :  Lucy Tweed 
Sample Name :  8 Nov 2013 
Pha Parameters :  	 
 		Bias	Gain	Dtime	Blin	Wind	Mode	 
  Sp4(Mg Ka)	1310	2759	3	2074	2433	Inte	 
  Sp1(Si Ka)	1296	2612	3	2008	2194	Inte	 
  Sp3(P  Ka)	1827	815	3	560	791	Inte	 
  Sp5(Fe Ka)	1820	361	3	1007	399	Inte	 
  Sp2(Ti Ka)	1302	897	3	890	2548	Inte	 
  Sp5(Cr Ka)	1819	359	3	1007	399	Inte	 
  Sp4(Al Ka)	1310	2759	3	2074	2433	Inte	 
  Sp3(Ca Ka)	1827	815	3	560	791	Inte	 
  Sp5(Mn Ka)	1820	361	3	1007	399	Inte	 
  Sp5(Ni Ka)	1820	361	3	1007	399	Inte 
Peak Position :   Sp4 38514 (-500, 500),  Sp1 27742 (-500, 300),  Sp3 70305 (-700, 600),  Sp5 48082 (-250, 300),  Sp2 31427 (-350, 250),  Sp5 56882 (-250, 300),  Sp4 32471 (-500, 500),  Sp3 38386 (-300, 250),  Sp5 52202 (200, 1.0221),  Sp5 41163 (-250, 300) 
Current Sample Position :   X = -13276 Y = 7118 Z = 16 
Standard Name :   
 Mg On Olivine (St. Johns) 
 Si, Ca On Diopside 
 P  On Apatite 
 Fe On Fayalite 
 Ti On Rutile 
 Cr On Cr 
 Al On Cor 
 Mn On Mn 
 Ni On NiO 
Standard composition :   
 Olivine (St. Johns) = O  : 43.4%, Mg : 29.7%, Si : 19.1%, Mn : 0.1%, Fe : 7.4%, Ni : 0.3% 
 Diopside = O  : 44.5%, Mg : 11.2%, Si : 25.9%, Ca : 18.4% 
 Apatite = O  : 38.1%, F  : 3.4%, P  : 18.4%, Cl : 0.4%, Ca : 39.7% 
 Fayalite = O  : 31.405%, Si : 13.783%, Fe : 54.812% 
 Rutile = Ti : 59.95%, O  : 40.05% 
 Cr = Cr : 100.% 
 Cor = O  : 47.1%, Al : 52.9% 
 Mn = Mn : 100.% 
 NiO = Ni : 78.5839%, O  : 21.4161% 
Calibration file name :   
 Mg : Olivine (St. Johns)_Mg_Mg018.calDat 
 Si, Ca : Diopside_Si_Si_Ca_Ca021.calDat 
 P  : Apatite_P_P009.calDat 
 Fe : Fayalite_Fe258.calDat 
 Ti : Rutile_Ti_Ti031.calDat 
 Cr : Cr_Cr_Cr004.calDat 
 Al : Cor_Al_Al019.calDat 
 Mn : Mn_Mn266.calDat 
 Ni : NiO_Ni066.calDat 
Beam Size :  1, 1 µm 

DataSet/Point	MgO	SiO2	P2O5	FeO	TiO2	Cr2O3	Al2O3	CaO	MnO	NiO	Total	X	Y	Z	Comment	Distance (µ)	Point#	Date	
19 / 1 . 	43.8718	40.0348	0.0139	15.7499	0.0052	0.0331	0.0840	0.2952	0.2442	0.2195	100.5517	-12967.	3463.	-6.	BLA2013_01G(B)_ol7	3668.1	 19	09/11/2013 21:42:00	
20 / 1 . 	43.7565	39.9458	0.0000	16.0478	0.0182	0.0000	0.0677	0.2910	0.2276	0.2171	100.5716	-13216.	3405.	-1.	BLA2013_01G(B)_ol7	3713.52	 20	09/11/2013 21:50:35	
21 / 1 . 	43.5310	40.0029	0.0128	15.9059	0.0000	0.0799	0.0878	0.2939	0.2208	0.2004	100.3355	-13216.	3243.	-1.	BLA2013_01G(B)_ol7	3875.5	 21	09/11/2013 21:59:07	
22 / 1 . 	46.5816	40.7637	0.0031	12.4988	0.0051	0.0704	0.0795	0.3059	0.1723	0.2750	100.7554	-15677.	3174.	22.	BLA2013_01G(B)_ol8	4617.36	 22	09/11/2013 22:07:39	
23 / 1 . 	46.3736	40.7145	0.0068	12.3536	0.0233	0.0505	0.0636	0.3168	0.1583	0.2771	100.3380	-15676.	3058.	22.	BLA2013_01G(B)_ol8	4716.32	 23	09/11/2013 22:16:10	
24 / 1 . 	46.5488	40.7102	0.0064	12.2197	0.0059	0.0827	0.0678	0.3138	0.1786	0.2810	100.4149	-15507.	3148.	20.	BLA2013_01G(B)_ol8	4553.93	 24	09/11/2013 22:24:46	
25 / 1 . 	45.7817	40.5855	0.0073	13.1217	0.0000	0.0495	0.0693	0.3007	0.1903	0.2914	100.3974	-18769.	3148.	54.	BLA2013_01G(B)_ol9	6777.57	 25	09/11/2013 22:33:12	
26 / 1 . 	45.8493	40.6219	0.0007	13.0492	0.0292	0.0914	0.0707	0.3121	0.1775	0.2862	100.4881	-18832.	3111.	54.	BLA2013_01G(B)_ol9	6850.3	 26	09/11/2013 22:41:38	
27 / 1 . 	45.7649	40.6032	0.0002	13.4080	0.0160	0.0686	0.0628	0.3128	0.1824	0.2731	100.6921	-18550.	3043.	51.	BLA2013_01G(B)_ol9	6664.98	 27	09/11/2013 22:50:09	
28 / 1 . 	44.7112	40.3425	0.0167	14.2315	0.0085	0.0028	0.0490	0.2531	0.2068	0.1916	100.0137	-21794.	3041.	85.	BLA2013_01G(B)_ol10	9443.68	 28	09/11/2013 22:58:35	
29 / 1 . 	45.2227	40.3683	0.0155	14.4043	0.0000	0.0249	0.0371	0.2737	0.2018	0.2103	100.7584	-21706.	3222.	85.	BLA2013_01G(B)_ol10	9287.01	 29	09/11/2013 23:07:01	
30 / 1 . 	45.2981	40.3993	0.0081	14.2280	0.0137	0.0324	0.0575	0.2703	0.2069	0.2193	100.7336	-21607.	3329.	85.	BLA2013_01G(B)_ol10	9152.42	 30	09/11/2013 23:15:27	
31 / 1 . 	46.4469	40.6924	0.0047	12.2191	0.0103	0.0784	0.0734	0.2847	0.1845	0.2875	100.2818	-22504.	-202.	75.	BLA2013_01G(B)_ol11	11778.87	 31	09/11/2013 23:23:58	
32 / 1 . 	46.3371	40.7344	0.0284	12.4239	0.0225	0.0880	0.0960	0.2892	0.1611	0.2876	100.4681	-22573.	-236.	75.	BLA2013_01G(B)_ol11	11854.07	 32	09/11/2013 23:32:28	
33 / 1 . 	46.5283	40.5929	0.0053	12.3541	0.0149	0.0481	0.0674	0.2962	0.1771	0.2917	100.3760	-22776.	-214.	77.	BLA2013_01G(B)_ol11	12000.5	 33	09/11/2013 23:40:54	
34 / 1 . 	43.1229	40.0063	0.0096	16.7550	0.0171	0.0180	0.0556	0.1705	0.2386	0.1881	100.5817	-19174.	-214.	41.	BLA2013_01G(B)_ol12	9409.85	 34	09/11/2013 23:49:31	
35 / 1 . 	42.8071	39.9251	0.0149	17.5084	0.0197	0.0169	0.0262	0.1674	0.2498	0.1909	100.9263	-19174.	-52.	41.	BLA2013_01G(B)_ol12	9284.18	 35	09/11/2013 23:58:01	
36 / 1 . 	42.6915	39.8415	0.0106	17.1135	0.0000	0.0074	0.0466	0.1680	0.2678	0.1945	100.3415	-19028.	-52.	42.	BLA2013_01G(B)_ol12	9192.12	 36	10/11/2013 00:06:30	
37 / 1 . 	46.4450	40.6412	0.0134	12.2149	0.0043	0.0417	0.0877	0.3217	0.1637	0.2741	100.2076	-15884.	-18.	8.	BLA2013_01G(B)_ol13	7597.65	 37	10/11/2013 00:15:00	
38 / 1 . 	46.5340	40.8202	0.0025	12.1282	0.0129	0.0626	0.0859	0.3259	0.1702	0.2798	100.4220	-15705.	98.	6.	BLA2013_01G(B)_ol13	7428.36	 38	10/11/2013 00:23:31	
39 / 1 . 	46.7336	40.8067	0.0029	11.9229	0.0195	0.0982	0.0778	0.3189	0.1736	0.2745	100.4286	-15788.	-258.	6.	BLA2013_01G(B)_ol13	7792.02	 39	10/11/2013 00:31:57	
40 / 1 . 	41.4544	39.3938	0.0076	18.7863	0.0000	0.0028	0.0478	0.1820	0.2478	0.1634	100.2860	-13349.	-76.	-19.	BLA2013_01G(B)_ol14	7194.46	 40	10/11/2013 00:40:29	
41 / 1 . 	41.0989	39.4235	0.0000	19.2350	0.0195	0.0171	0.0541	0.1776	0.2502	0.1742	100.4500	-13286.	115.	-16.	BLA2013_01G(B)_ol14	7003.08	 41	10/11/2013 00:49:03	
42 / 1 . 	40.9591	39.5398	0.0032	19.0959	0.0097	0.0000	0.0497	0.1632	0.2652	0.1731	100.2590	-13200.	188.	-18.	BLA2013_01G(B)_ol14	6930.5	 42	10/11/2013 00:57:31	
43 / 1 . 	44.0806	40.3369	0.0000	15.4821	0.0000	0.0000	0.0379	0.1776	0.2390	0.1915	100.5456	-8283.	794.	-70.	BLA2013_01G(B)_ol16	8057.94	 43	10/11/2013 01:06:01	
44 / 1 . 	43.8033	40.2718	0.0149	15.8231	0.0074	0.0095	0.0368	0.1599	0.2305	0.1926	100.5499	-8237.	908.	-70.	BLA2013_01G(B)_ol16	7997.69	 44	10/11/2013 01:14:27	
45 / 1 . 	43.8904	40.4203	0.0128	15.9270	0.0000	0.0061	0.0446	0.1434	0.2304	0.1939	100.8690	-8185.	989.	-72.	BLA2013_01G(B)_ol16	7968.1	 45	10/11/2013 01:22:59	
46 / 1 . 	46.3081	40.9353	0.0113	12.4580	0.0000	0.0608	0.0614	0.3143	0.1981	0.2842	100.6315	-4765.	965.	-107.	BLA2013_01G(B)_ol17	10502.94	 46	10/11/2013 01:31:29	
47 / 1 . 	46.5637	40.8230	0.0000	12.3628	0.0168	0.0649	0.0614	0.3008	0.1793	0.3008	100.6735	-4765.	824.	-106.	BLA2013_01G(B)_ol17	10586.14	 47	10/11/2013 01:39:56	
48 / 1 . 	46.2767	40.8344	0.0106	12.4074	0.0182	0.0724	0.0552	0.3129	0.1665	0.3009	100.4551	-4765.	1115.	-107.	BLA2013_01G(B)_ol17	10415.77	 48	10/11/2013 01:48:26	
49 / 1 . 	46.2626	40.7341	0.0166	12.4642	0.0000	0.0516	0.0383	0.2960	0.1901	0.2235	100.2769	-7963.	-3483.	-97.	BLA2013_01G(B)_ol18	11858.41	 49	10/11/2013 01:56:57	
50 / 1 . 	46.4760	40.8348	0.0048	12.7338	0.0000	0.0170	0.0534	0.2440	0.1800	0.2247	100.7684	-7973.	-3714.	-97.	BLA2013_01G(B)_ol18	12060.96	 50	10/11/2013 02:05:31	
51 / 1 . 	46.3428	40.7879	0.0058	12.4805	0.0000	0.0000	0.0463	0.2732	0.1680	0.2203	100.3248	-8064.	-3714.	-96.	BLA2013_01G(B)_ol18	12021.22	 51	10/11/2013 02:14:00	
52 / 1 . 	46.6807	40.7593	0.0116	11.7504	0.0115	0.0715	0.0778	0.3064	0.1785	0.3017	100.1494	-11768.	-3558.	-55.	BLA2013_01G(B)_ol19	10782.21	 52	10/11/2013 02:22:30	
53 / 1 . 	47.0550	40.8633	0.0000	12.0239	0.0000	0.0664	0.0721	0.3030	0.1825	0.3369	100.9032	-11768.	-3661.	-55.	BLA2013_01G(B)_ol19	10884.21	 53	10/11/2013 02:31:00	
54 / 1 . 	46.7887	40.9059	0.0047	12.1192	0.0100	0.0777	0.0834	0.3031	0.1711	0.2979	100.7615	-11657.	-3654.	-57.	BLA2013_01G(B)_ol19	10893.23	 54	10/11/2013 02:39:30	
55 / 1 . 	45.7126	40.7650	0.0176	13.3790	0.0074	0.0439	0.0296	0.2578	0.1913	0.2372	100.6414	-16294.	-4349.	-11.	BLA2013_01G(B)_ol20	11857.54	 55	10/11/2013 02:48:02	
56 / 1 . 	45.6599	40.5732	0.0130	13.5798	0.0141	0.0556	0.0444	0.2294	0.2031	0.2336	100.6060	-16294.	-4254.	-10.	BLA2013_01G(B)_ol20	11765.69	 56	10/11/2013 02:56:30	
57 / 1 . 	45.7732	40.6020	0.0081	13.7795	0.0000	0.0124	0.0367	0.2393	0.1875	0.2079	100.8466	-16327.	-4150.	-9.	BLA2013_01G(B)_ol20	11673.78	 57	10/11/2013 03:05:00	
58 / 1 . 	44.3242	40.1913	0.0113	15.5874	0.0135	0.0355	0.0464	0.2266	0.2238	0.1930	100.8528	-19556.	-4392.	22.	BLA2013_01G(B)_ol21	13111.77	 58	10/11/2013 03:13:30	
59 / 1 . 	43.8969	40.1966	0.0057	16.0249	0.0028	0.0094	0.0660	0.2047	0.2436	0.1807	100.8314	-19455.	-4399.	24.	BLA2013_01G(B)_ol21	13069.87	 59	10/11/2013 03:22:02	
60 / 1 . 	44.4003	40.1405	0.0079	15.1663	0.0000	0.0078	0.0519	0.2163	0.2442	0.1853	100.4203	-19455.	-4320.	24.	BLA2013_01G(B)_ol21	13000.31	 60	10/11/2013 03:30:33	
