FileName :   BLA2013_01G(A)_points.qtiDat 
Signal(s) Used :  Fe Ka, Si Ka, Cr Ka, Mg Ka, Ti Ka, Al Ka, Mn Ka, Ni Ka, Ca Ka 
Spectromers Conditions :   Sp5 LIF,  Sp1 LTAP,  Sp3 LLIF,  Sp4 TAP,  Sp2 PET,  Sp4 TAP,  Sp5 LIF,  Sp3 LLIF,  Sp2 PET 
Full Spectromers Conditions :   Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp1 LTAP(2d= 25.745,K= 0.00218),  Sp3 LLIF(2d= 4.0267,K= 0.000058),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp2 PET(2d= 8.75,K= 0.000144),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp3 LLIF(2d= 4.0267,K= 0.000058),  Sp2 PET(2d= 8.75,K= 0.000144) 
Column Conditions :  Cond 1 : 15keV 20nA , Cond 2 : 15keV 60nA  
 	Cond 1 : Fe Ka, Si Ka, Cr Ka, Mg Ka, Ti Ka 
 	Cond 2 : Al Ka, Mn Ka, Ni Ka, Ca Ka 
Date :  1-Nov-2013 
User Name :  sx 
Setup Name :  lucy_ol_31oct2013.qtiSet 
DataSet Comment :  BLA2013_01G(A)_ol14 
Comment :   
Analysis Date :  01/11/2013 10:07:04 
Project Name :  Lucy Tweed 
Sample Name :  31 October 2013 
Pha Parameters :  	 
 		Bias	Gain	Dtime	Blin	Wind	Mode	 
  Sp5(Fe Ka)	1819	359	3	1007	399	Inte	 
  Sp1(Si Ka)	1301	2683	3	2008	2194	Inte	 
  Sp3(Cr Ka)	1815	350	3	560	816	Inte	 
  Sp4(Mg Ka)	1306	2697	3	2074	2433	Inte	 
  Sp2(Ti Ka)	1298	891	3	890	2548	Inte	 
  Sp4(Al Ka)	1306	2697	3	2074	2433	Inte	 
  Sp5(Mn Ka)	1819	359	3	1007	399	Inte	 
  Sp3(Ni Ka)	1819	362	3	560	816	Inte	 
  Sp2(Ca Ka)	1298	891	3	890	2548	Inte 
Peak Position :   Sp5 48089 (-250, 300),  Sp1 27741 (-500, 300),  Sp3 56853 (-250, 300),  Sp4 38519 (-500, 500),  Sp2 31432 (-350, 250),  Sp4 32472 (-500, 500),  Sp5 52207 (200, 1.0221),  Sp3 41160 (-250, 300),  Sp2 38386 (-300, 250) 
Current Sample Position :   X = 22675 Y = 801 Z = -110 
Standard Name :   
 Fe On Fayalite 
 Si, Ca On Diopside 
 Cr On Cr 
 Mg On Olivine (St. Johns) 
 Ti On Rutile 
 Al On Cor 
 Mn On Mn 
 Ni On NiO 
Standard composition :   
 Fayalite = O  : 31.405%, Si : 13.783%, Fe : 54.812% 
 Diopside = O  : 44.5%, Mg : 11.2%, Si : 25.9%, Ca : 18.4% 
 Cr = Cr : 100.% 
 Olivine (St. Johns) = O  : 43.4%, Mg : 29.7%, Si : 19.1%, Mn : 0.1%, Fe : 7.4%, Ni : 0.3% 
 Rutile = Ti : 59.95%, O  : 40.05% 
 Cor = O  : 47.1%, Al : 52.9% 
 Mn = Mn : 100.% 
 NiO = Ni : 78.5839%, O  : 21.4161% 
Calibration file name :   
 Fe : Fayalite_Fe257.calDat 
 Si : Diopside_Si_Si_Ca001.calDat 
 Cr : Cr_Cr_Cr003.calDat 
 Mg : Olivine (St. Johns)_Mg_Mg016.calDat 
 Ti : Rutile_Ti_Ti030.calDat 
 Al : Cor_Al_Al017.calDat 
 Mn : Mn_Mn265.calDat 
 Ni : NiO_Ni065.calDat 
 Ca : Diopside_Si_Si_Ca_Ca020.calDat 
Beam Size :  1, 1 µm 

DataSet/Point	Fe	Si	Cr	Mg	Ti	Al	Mn	Ni	Ca	O	Total	X	Y	Z	Comment	Point#	Date	
18 / 1 . 	14.9776	18.2784	0.0323	24.3978	0.0097	0.0307	0.2240	0.1291	0.2351	41.4209	99.7356	5670.	4978.	-117.	BLA2013_01G(A)_ol7	 18	31/10/2013 23:57:45	
19 / 1 . 	15.2373	18.3313	0.0311	24.4643	0.0074	0.0303	0.2357	0.1278	0.2169	41.5927	100.2749	5747.	4868.	-118.	BLA2013_01G(A)_ol7	 19	01/11/2013 00:04:28	
20 / 1 . 	14.9658	18.2334	0.0227	24.4363	0.0196	0.0300	0.2317	0.1443	0.2315	41.3982	99.7134	5907.	4949.	-121.	BLA2013_01G(A)_ol7	 20	01/11/2013 00:11:11	
21 / 1 . 	8.8963	19.0019	0.0663	28.3017	0.0009	0.0352	0.1208	0.2420	0.2331	43.0867	99.9849	5163.	1067.	-154.	BLA2013_01G(A)_ol8	 21	01/11/2013 00:17:59	
22 / 1 . 	8.7918	19.0462	0.0609	28.3331	0.0000	0.0331	0.1289	0.2464	0.2377	43.1218	99.9999	5183.	962.	-153.	BLA2013_01G(A)_ol8	 22	01/11/2013 00:24:42	
23 / 1 . 	8.8686	18.9914	0.0426	28.1534	0.0000	0.0335	0.1267	0.2446	0.2353	42.9571	99.6531	5279.	1002.	-153.	BLA2013_01G(A)_ol8	 23	01/11/2013 00:31:27	
24 / 1 . 	8.9810	19.0274	0.0576	28.3992	0.0064	0.0320	0.1278	0.2584	0.2256	43.2045	100.3200	8345.	1188.	-143.	BLA2013_01G(A)_ol9	 24	01/11/2013 00:38:10	
25 / 1 . 	8.8645	19.0194	0.0783	28.4633	0.0069	0.0464	0.1245	0.2570	0.2271	43.2260	100.3133	8570.	1023.	-144.	BLA2013_01G(A)_ol9	 25	01/11/2013 00:44:51	
26 / 1 . 	8.7840	19.0964	0.0698	28.5116	0.0025	0.0333	0.1268	0.2734	0.2305	43.3106	100.4388	8448.	1187.	-140.	BLA2013_01G(A)_ol9	 26	01/11/2013 00:51:34	
27 / 1 . 	9.2400	18.8707	0.0399	28.1127	0.0043	0.0227	0.1389	0.2121	0.1968	42.8729	99.7110	11282.	1004.	-137.	BLA2013_01G(A)_ol10	 27	01/11/2013 00:58:16	
28 / 1 . 	9.6971	18.9552	0.0410	28.0062	0.0047	0.0243	0.1248	0.2062	0.1896	43.0236	100.2728	11336.	922.	-136.	BLA2013_01G(A)_ol10	 28	01/11/2013 01:04:58	
29 / 1 . 	9.8594	18.8997	0.0170	27.9496	0.0000	0.0259	0.1470	0.1830	0.1709	42.9463	100.1989	11207.	778.	-139.	BLA2013_01G(A)_ol10	 29	01/11/2013 01:11:41	
30 / 1 . 	8.6849	19.0848	0.0649	28.3494	0.0217	0.0363	0.1226	0.2646	0.2250	43.1696	100.0239	14139.	843.	-129.	BLA2013_01G(A)_ol11	 30	01/11/2013 01:18:26	
31 / 1 . 	8.6640	19.0124	0.0662	28.4501	0.0040	0.0302	0.1287	0.2687	0.2306	43.1360	99.9910	14267.	843.	-128.	BLA2013_01G(A)_ol11	 31	01/11/2013 01:25:08	
32 / 1 . 	8.6041	19.0489	0.0689	28.4737	0.0000	0.0362	0.1217	0.2532	0.2288	43.1713	100.0067	14183.	697.	-129.	BLA2013_01G(A)_ol11	 32	01/11/2013 01:31:52	
33 / 1 . 	11.0996	18.7669	0.0254	27.1261	0.0000	0.0223	0.1606	0.1660	0.1413	42.5989	100.1070	16583.	1614.	-118.	BLA2013_01G(A)_ol12	 33	01/11/2013 01:38:36	
34 / 1 . 	11.9873	18.6779	0.0218	26.5941	0.0006	0.0226	0.1806	0.1525	0.1327	42.3999	100.1699	16778.	1554.	-117.	BLA2013_01G(A)_ol12	 34	01/11/2013 01:45:19	
35 / 1 . 	12.1188	18.7618	0.0077	26.5795	0.0024	0.0212	0.1723	0.1608	0.1219	42.5126	100.4589	16689.	1485.	-117.	BLA2013_01G(A)_ol12	 35	01/11/2013 01:52:01	
36 / 1 . 	13.2096	18.5839	0.0217	25.6789	0.0000	0.0398	0.1828	0.1484	0.2263	42.0908	100.1820	20122.	883.	-112.	BLA2013_01G(A)_ol13	 36	01/11/2013 09:32:12	
37 / 1 . 	12.9504	18.5797	0.0308	25.7467	0.0040	0.0411	0.1855	0.1539	0.2301	42.0697	99.9918	20240.	913.	-114.	BLA2013_01G(A)_ol13	 37	01/11/2013 09:39:52	
38 / 1 . 	13.2237	18.5527	0.0428	25.5951	0.0058	0.0402	0.1984	0.1429	0.2184	42.0195	100.0395	20152.	812.	-114.	BLA2013_01G(A)_ol13	 38	01/11/2013 09:46:36	
39 / 1 . 	9.0816	18.9956	0.0621	28.0355	0.0000	0.0421	0.1300	0.2498	0.2369	42.9641	99.7976	22513.	908.	-109.	BLA2013_01G(A)_ol14	 39	01/11/2013 09:53:25	
40 / 1 . 	8.9525	18.9438	0.0461	28.0992	0.0089	0.0366	0.1307	0.2425	0.2355	42.9045	99.6002	22670.	956.	-110.	BLA2013_01G(A)_ol14	 40	01/11/2013 10:00:14	
41 / 1 . 	9.1414	18.9488	0.0608	28.1782	0.0000	0.0366	0.1292	0.2406	0.2365	43.0090	99.9812	22675.	801.	-110.	BLA2013_01G(A)_ol14	 41	01/11/2013 10:07:04	
42 / 1 . 	9.8445	18.9714	0.0517	27.6013	0.0000	0.0351	0.1374	0.2231	0.2230	42.8482	99.9357	19571.	-2935.	-146.	BLA2013_01G(A)_ol15	 42	01/11/2013 10:13:47	
43 / 1 . 	9.7212	18.9619	0.0601	27.8129	0.0016	0.0345	0.1429	0.2198	0.2162	42.9463	100.1175	19764.	-2866.	-146.	BLA2013_01G(A)_ol15	 43	01/11/2013 10:20:33	
44 / 1 . 	9.9965	18.9457	0.0244	27.5751	0.0000	0.0349	0.1370	0.2080	0.2191	42.8267	99.9673	19654.	-3023.	-147.	BLA2013_01G(A)_ol15	 44	01/11/2013 10:27:16	
45 / 1 . 	14.9295	18.2964	0.0177	24.4030	0.0193	0.0388	0.2328	0.1246	0.2320	41.4380	99.7321	16339.	-2602.	-152.	BLA2013_01G(A)_ol16	 45	01/11/2013 10:34:02	
46 / 1 . 	16.0738	18.1558	0.0137	23.5587	0.0080	0.0359	0.2432	0.1290	0.2314	41.0421	99.4919	16454.	-2602.	-152.	BLA2013_01G(A)_ol16	 46	01/11/2013 10:40:48	
47 / 1 . 	15.7869	18.1956	0.0176	24.0672	0.0169	0.0368	0.2404	0.1213	0.2280	41.3441	100.0547	16362.	-2687.	-153.	BLA2013_01G(A)_ol16	 47	01/11/2013 10:47:33	
48 / 1 . 	8.6156	18.9918	0.0506	28.2800	0.0054	0.0353	0.1451	0.2454	0.2381	42.9864	99.5937	13711.	-2433.	-156.	BLA2013_01G(A)_ol17	 48	01/11/2013 10:54:15	
49 / 1 . 	8.4954	19.0608	0.0633	28.3116	0.0097	0.0388	0.1189	0.2503	0.2390	43.0572	99.6451	13875.	-2411.	-156.	BLA2013_01G(A)_ol17	 49	01/11/2013 11:01:02	
50 / 1 . 	8.7550	19.0178	0.0425	28.2608	0.0036	0.0358	0.1273	0.2544	0.2317	43.0335	99.7624	13756.	-2576.	-158.	BLA2013_01G(A)_ol17	 50	01/11/2013 11:07:47	
51 / 1 . 	11.3056	18.6990	0.0256	26.6318	0.0052	0.0227	0.1692	0.1471	0.1744	42.2703	99.4507	10857.	-2582.	-166.	BLA2013_01G(A)_ol18	 51	01/11/2013 11:14:33	
52 / 1 . 	11.2681	18.7615	0.0093	26.6764	0.0067	0.0245	0.1762	0.1504	0.1584	42.3518	99.5835	10975.	-2492.	-163.	BLA2013_01G(A)_ol18	 52	01/11/2013 11:21:20	
53 / 1 . 	11.1927	18.7266	0.0148	26.7573	0.0197	0.0218	0.1658	0.1549	0.1570	42.3501	99.5606	11143.	-2425.	-164.	BLA2013_01G(A)_ol18	 53	01/11/2013 11:28:05	
54 / 1 . 	8.3586	19.0484	0.0521	28.5515	0.0000	0.0396	0.1166	0.2682	0.2311	43.1477	99.8139	7637.	-2065.	-168.	BLA2013_01G(A)_ol19	 54	01/11/2013 11:34:51	
55 / 1 . 	8.3983	19.1172	0.0732	28.5545	0.0000	0.0406	0.1262	0.2597	0.2392	43.2562	100.0651	7771.	-2055.	-168.	BLA2013_01G(A)_ol19	 55	01/11/2013 11:41:37	
56 / 1 . 	8.4906	19.0877	0.0621	28.5291	0.0000	0.0490	0.1113	0.2686	0.2314	43.2228	100.0526	7660.	-2172.	-169.	BLA2013_01G(A)_ol19	 56	01/11/2013 11:48:21	
57 / 1 . 	8.0504	19.1160	0.0651	28.9262	0.0032	0.0429	0.1208	0.2798	0.2066	43.3930	100.2040	4284.	-1911.	-177.	BLA2013_01G(A)_ol20	 57	01/11/2013 11:55:06	
58 / 1 . 	7.7014	19.2040	0.0485	29.0021	0.0027	0.0472	0.1138	0.2845	0.1980	43.4349	100.0370	4414.	-1958.	-177.	BLA2013_01G(A)_ol20	 58	01/11/2013 12:01:52	
59 / 1 . 	7.7190	19.2036	0.0651	29.0318	0.0174	0.0509	0.1126	0.2867	0.1973	43.4798	100.1642	4576.	-1877.	-177.	BLA2013_01G(A)_ol20	 59	01/11/2013 12:08:38	
